current_path,current_category,recommended_action,recommended_target,risk,phase,manual_review_required,status,notes
src/modules/institution-system/tests/AiUsageServiceKeysDomain.test.ts,business-module,KEEP_WITH_MODULE,src/modules/institution-system/tests/AiUsageServiceKeysDomain.test.ts,medium,2-8,yes,pending,优先保持模块内测试共置。
src/modules/institution-system/tests/AiUsageTimeWindowDomain.test.ts,business-module,KEEP_WITH_MODULE,src/modules/institution-system/tests/AiUsageTimeWindowDomain.test.ts,medium,2-8,yes,pending,优先保持模块内测试共置。
src/modules/institution-system/tests/InstitutionAiUsageMetricsReader.test.ts,business-module,KEEP_WITH_MODULE,src/modules/institution-system/tests/InstitutionAiUsageMetricsReader.test.ts,medium,2-8,yes,pending,优先保持模块内测试共置。
src/modules/institution-system/tests/InstitutionAiUsageServiceKeyPolicy.test.ts,business-module,KEEP_WITH_MODULE,src/modules/institution-system/tests/InstitutionAiUsageServiceKeyPolicy.test.ts,medium,2-8,yes,pending,优先保持模块内测试共置。
src/modules/institution-system/tests/InstitutionAiUsageTerminalStatusPolicy.test.ts,business-module,KEEP_WITH_MODULE,src/modules/institution-system/tests/InstitutionAiUsageTerminalStatusPolicy.test.ts,medium,2-8,yes,pending,优先保持模块内测试共置。
src/modules/institution-system/tests/RawDataRetentionChangeDomain.test.ts,business-module,KEEP_WITH_MODULE,src/modules/institution-system/tests/RawDataRetentionChangeDomain.test.ts,medium,2-8,yes,pending,优先保持模块内测试共置。
src/modules/institution-system/tests/RawDataRetentionPolicyDomain.test.ts,business-module,KEEP_WITH_MODULE,src/modules/institution-system/tests/RawDataRetentionPolicyDomain.test.ts,medium,2-8,yes,pending,优先保持模块内测试共置。
src/modules/institution-workbench/components/InstitutionWorkbenchCapabilityOff.tsx,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/components/InstitutionWorkbenchCapabilityOff.tsx,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/components/InstitutionWorkbenchShell.tsx,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/components/InstitutionWorkbenchShell.tsx,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/components/WorkbenchActionQueue.tsx,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/components/WorkbenchActionQueue.tsx,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/domain/workbench-action-aggregation.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/domain/workbench-action-aggregation.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/domain/workbench-action-view-models.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/domain/workbench-action-view-models.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/domain/workbench-capability-projection.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/domain/workbench-capability-projection.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/domain/workbench-capability-view-models.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/domain/workbench-capability-view-models.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/domain/workbench-lifecycle-projection.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/domain/workbench-lifecycle-projection.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/domain/workbench-lifecycle-view-models.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/domain/workbench-lifecycle-view-models.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/server/institution-workbench-entry.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/server/institution-workbench-entry.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/server/institution-workbench-runtime.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/server/institution-workbench-runtime.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/HospitalWorkbenchEntry.test.tsx,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/HospitalWorkbenchEntry.test.tsx,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/InstitutionWorkbenchCareCardAccessibility.test.tsx,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/InstitutionWorkbenchCareCardAccessibility.test.tsx,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/InstitutionWorkbenchLifecycleStatus.test.tsx,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/InstitutionWorkbenchLifecycleStatus.test.tsx,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/InstitutionWorkbenchRuntime.test.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/InstitutionWorkbenchRuntime.test.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/InstitutionWorkbenchShell.test.tsx,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/InstitutionWorkbenchShell.test.tsx,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/WorkbenchActionAggregation.test.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/WorkbenchActionAggregation.test.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/WorkbenchActionContractBoundary.test.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/WorkbenchActionContractBoundary.test.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/WorkbenchCapabilityContractBoundary.test.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/WorkbenchCapabilityContractBoundary.test.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/WorkbenchCapabilityProjection.test.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/WorkbenchCapabilityProjection.test.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/WorkbenchLifecycleContractBoundary.test.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/WorkbenchLifecycleContractBoundary.test.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution-workbench/tests/WorkbenchLifecycleProjection.test.ts,business-module,RESPONSIBILITY_REVIEW,src/modules/institution-workbench/tests/WorkbenchLifecycleProjection.test.ts,medium,5,yes,pending,只承担机构首页工作台业务。
src/modules/institution/client/institution-ai-service-usage-client.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/client/tenant-business-client.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/client/trusted-reachout-safety-client.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/client/wecom-customer-mapping-client.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/client/wecom-customer-mapping-review-actions-client.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/AiConversationWorkbenchShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/AppointmentCenterShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/CustomerCenterShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/CustomerTimelineDrawer.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/HisConnectionReadOnlyPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionAiServiceUsageShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionAuditEventsShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionCapabilityOffPage.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionNavigationShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionPageState.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/InstitutionSectionHeader.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/OpportunityPoolShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/SmartFollowUpShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/TreatmentSummaryManagementShell.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/TrustedReachOutSafetyPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/WeComCustomerMappingCandidatesReadonlyPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/WeComCustomerMappingPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/components/WeComExternalContactReadonlyPanel.tsx,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/ai-auto-strategy.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/ai-conversation-workbench.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/ai-credits-metering.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/appointment-records.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/appointments.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/customer-import.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/customer-records.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/customer-timeline.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/customers.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/entitlement-usage-view.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-contact-safety.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-customer-timeline.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-message-deliveries.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-message-drafts.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-operations-dashboard.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-path-analysis.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-path-enrollment.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followup-workflow.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/followups.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/institution-knowledge-management.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/opportunity-pool.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/package-ai-quota-contract.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/quota-enforcement.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/real-channel-preflight.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/standard-treatment-event.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/tenant-business-view-models.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/treatment-followup-suggestions.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/treatment-path-templates.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/treatment-summaries.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/trusted-reachout-safety.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-authorization.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-controlled-reachout.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-broadcast-task-outcome.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-broadcast-task-provider.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-contact-precheck.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-contact-readonly-proof-mock.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-contact-readonly-proof.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-contact.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-mapping-review-actions.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-mapping-review.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-customer-mapping.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-external-contact-readonly.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-official-dry-run-config.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-official-dry-run.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-official-internal-message-proof.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-official-secret-precheck.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-reachout-mock.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/domain/wecom-real-send-proof.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/ai-credit-metering-rules-repository.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/customer-import.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/entitlement-usage-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/follow-up-task-query-parser.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/followup-customer-timeline-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/followup-message-draft-api.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/followup-message-draft-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/followup-operations-dashboard-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/followup-path-analysis-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/followup-path-enrollment-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-compensation-job-queue-repository.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-compensation-operation-repository.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-compensation-retry-policy.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-compensation-worker.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-dto.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-input.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-provider-failure.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-credential-storage.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-repository.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-status-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-test-connection-fake-provider.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-test-connection-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-write-input.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/his-connection-write-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-ai-call-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-ai-call-usage-repository.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-ai-service-usage.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-capability-status-evaluator.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-capability-status-reader.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-file-management-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-file-parsing-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-keyword-search-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-management-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-qa-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-rag-answer-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-upload-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-vector-search-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-knowledge-write-repository.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-rag-answer-provider.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/institution-server-runtime.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/knowledge-quota-usage-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/opportunity-pool-service.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/package-ai-quota-readonly-source.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/standard-treatment-event-mapper.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/strict-input-snapshot.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/tenant-business-api.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/tenant-business-audit-transaction.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/tenant-business-repository.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
src/modules/institution/server/tenant-business-write-input.ts,business-module,SPLIT_REVIEW,src/modules/<business-domain>/,high,4-8,yes,pending,大型聚合模块，按业务领域分批拆分。
